provinsi,kabupaten/kota,tahun,upahminimum,kenaikanupah,persentasekenaikan,upahsebelumnya
Jawa Barat,Tasikmalaya Kota,2020,2264093,177564.0,8.51,2086529.0
Jawa Barat,Tasikmalaya Kota,2021,2264093,0.0,0.0,2264093.0
Jawa Barat,Tasikmalaya Kota,2022,2363389,99296.0,4.39,2264093.0
Jawa Barat,Tasikmalaya Kota,2023,2533341,169952.0,7.19,2363389.0
Jawa Tengah,Tegal,2013,850000,,,
Jawa Tengah,Tegal,2014,1000000,150000.0,17.65,850000.0
Jawa Tengah,Tegal,2015,1155000,155000.0,15.5,1000000.0
Jawa Tengah,Tegal,2016,1373000,218000.0,18.87,1155000.0
Jawa Tengah,Tegal,2017,1487000,114000.0,8.3,1373000.0
Jawa Tengah,Tegal,2018,1617000,130000.0,8.74,1487000.0
Jawa Tengah,Tegal,2019,1747000,130000.0,8.04,1617000.0
Jawa Tengah,Tegal,2020,1896000,149000.0,8.53,1747000.0
Jawa Tengah,Tegal,2021,1958000,62000.0,3.27,1896000.0
Jawa Tengah,Tegal,2022,1968446,10446.0,0.53,1958000.0
Jawa Tengah,Tegal,2023,2106237,137791.0,7.0,1968446.0
Jawa Tengah,Tegal Kota,2013,860000,,,
Jawa Tengah,Tegal Kota,2014,1044000,184000.0,21.4,860000.0
Jawa Tengah,Tegal Kota,2015,1206000,162000.0,15.52,1044000.0
Jawa Tengah,Tegal Kota,2016,1385000,179000.0,14.84,1206000.0
Jawa Tengah,Tegal Kota,2017,1499500,114500.0,8.27,1385000.0
Jawa Tengah,Tegal Kota,2018,1630500,131000.0,8.74,1499500.0
Jawa Tengah,Tegal Kota,2019,1762000,131500.0,8.07,1630500.0
Jawa Tengah,Tegal Kota,2020,1925000,163000.0,9.25,1762000.0
Jawa Tengah,Tegal Kota,2021,1982750,57750.0,3.0,1925000.0
Jawa Tengah,Tegal Kota,2022,2005930,23180.0,1.17,1982750.0
Jawa Tengah,Tegal Kota,2023,2145012,139082.0,6.93,2005930.0
Jawa Tengah,Temanggung,2013,940000,,,
Jawa Tengah,Temanggung,2014,1050000,110000.0,11.7,940000.0
Jawa Tengah,Temanggung,2015,1178000,128000.0,12.19,1050000.0
Jawa Tengah,Temanggung,2016,1313000,135000.0,11.46,1178000.0
Jawa Tengah,Temanggung,2017,1431500,118500.0,9.03,1313000.0
Jawa Tengah,Temanggung,2018,1557000,125500.0,8.77,1431500.0
Jawa Tengah,Temanggung,2019,1682027,125027.0,8.03,1557000.0
Jawa Tengah,Temanggung,2020,1825200,143173.0,8.51,1682027.0
Jawa Tengah,Temanggung,2021,1885000,59800.0,3.28,1825200.0
Jawa Tengah,Temanggung,2022,1887832,2832.0,0.15,1885000.0
Jawa Tengah,Temanggung,2023,2027569,139737.0,7.4,1887832.0
Jawa Timur,Trenggalek,2013,903900,,,
Jawa Timur,Trenggalek,2014,1000000,96100.0,10.63,903900.0
Jawa Timur,Trenggalek,2015,1150000,150000.0,15.0,1000000.0
Jawa Timur,Trenggalek,2016,1283000,133000.0,11.57,1150000.0
Jawa Timur,Trenggalek,2017,1388850,105850.0,8.25,1283000.0
Jawa Timur,Trenggalek,2018,1509816,120966.0,8.71,1388850.0
Jawa Timur,Trenggalek,2019,1763267,253451.0,16.79,1509816.0
Jawa Timur,Trenggalek,2020,1913321,150054.0,8.51,1763267.0
Jawa Timur,Trenggalek,2021,1938321,25000.0,1.31,1913321.0
Jawa Timur,Trenggalek,2022,1944932,6611.0,0.34,1938321.0
Jawa Timur,Trenggalek,2023,2139426,194494.0,10.0,1944932.0
Jawa Timur,Tuban,2013,1144400,,,
Jawa Timur,Tuban,2014,1370000,225600.0,19.71,1144400.0
Jawa Timur,Tuban,2015,1575500,205500.0,15.0,1370000.0
Jawa Timur,Tuban,2016,1757000,181500.0,11.52,1575500.0
Jawa Timur,Tuban,2017,1901960,144960.0,8.25,1757000.0
Jawa Timur,Tuban,2018,2067612,165652.0,8.71,1901960.0
Jawa Timur,Tuban,2019,2333641,266029.0,12.87,2067612.0
Jawa Timur,Tuban,2020,2654095,320454.0,13.73,2333641.0
Jawa Timur,Tuban,2021,2532234,-121861.0,-4.59,2654095.0
Jawa Timur,Tuban,2022,2539224,6990.0,0.28,2532234.0
Jawa Timur,Tuban,2023,2739224,200000.0,7.88,2539224.0
Jawa Timur,Tulungagung,2013,1007900,,,
Jawa Timur,Tulungagung,2014,1107000,99100.0,9.83,1007900.0
Jawa Timur,Tulungagung,2015,1273050,166050.0,15.0,1107000.0
Jawa Timur,Tulungagung,2016,1420000,146950.0,11.54,1273050.0
Jawa Timur,Tulungagung,2017,1537150,117150.0,8.25,1420000.0
Jawa Timur,Tulungagung,2018,1671035,133885.0,8.71,1537150.0
Jawa Timur,Tulungagung,2019,1805219,134184.0,8.03,1671035.0
Jawa Timur,Tulungagung,2020,1958844,153625.0,8.51,1805219.0
Jawa Timur,Tulungagung,2021,2010000,51156.0,2.61,1958844.0
Jawa Timur,Tulungagung,2022,2029358,19358.0,0.96,2010000.0
Jawa Timur,Tulungagung,2023,2229358,200000.0,9.86,2029358.0
Jawa Tengah,Wonogiri,2013,830000,,,
Jawa Tengah,Wonogiri,2014,954000,124000.0,14.94,830000.0
Jawa Tengah,Wonogiri,2015,1101000,147000.0,15.41,954000.0
Jawa Tengah,Wonogiri,2016,1293000,192000.0,17.44,1101000.0
Jawa Tengah,Wonogiri,2017,1401000,108000.0,8.35,1293000.0
Jawa Tengah,Wonogiri,2018,1542000,141000.0,10.06,1401000.0
Jawa Tengah,Wonogiri,2019,1655000,113000.0,7.33,1542000.0
Jawa Tengah,Wonogiri,2020,1797000,142000.0,8.58,1655000.0
Jawa Tengah,Wonogiri,2021,1827000,30000.0,1.67,1797000.0
Jawa Tengah,Wonogiri,2022,1839043,12043.0,0.66,1827000.0
Jawa Tengah,Wonogiri,2023,1968448,129405.0,7.04,1839043.0
Jawa Tengah,Wonosobo,2013,880000,,,
Jawa Tengah,Wonosobo,2014,990000,110000.0,12.5,880000.0
Jawa Tengah,Wonosobo,2015,1166000,176000.0,17.78,990000.0
Jawa Tengah,Wonosobo,2016,1326000,160000.0,13.72,1166000.0
Jawa Tengah,Wonosobo,2017,1457100,131100.0,9.89,1326000.0
Jawa Tengah,Wonosobo,2018,1585000,127900.0,8.78,1457100.0
Jawa Tengah,Wonosobo,2019,1712500,127500.0,8.04,1585000.0
Jawa Tengah,Wonosobo,2020,1859000,146500.0,8.55,1712500.0
Jawa Tengah,Wonosobo,2021,1920000,61000.0,3.28,1859000.0
Jawa Tengah,Wonosobo,2022,1931285,11285.0,0.59,1920000.0
Jawa Tengah,Wonosobo,2023,2076208,144923.0,7.5,1931285.0
Daerah Istimewa Yogyakarta,Yogyakarta,2013,1065247,,,
Daerah Istimewa Yogyakarta,Yogyakarta,2014,1173300,108053.0,10.14,1065247.0
Daerah Istimewa Yogyakarta,Yogyakarta,2015,1302500,129200.0,11.01,1173300.0
Daerah Istimewa Yogyakarta,Yogyakarta,2016,1452400,149900.0,11.51,1302500.0
Daerah Istimewa Yogyakarta,Yogyakarta,2017,1572200,119800.0,8.25,1452400.0
Daerah Istimewa Yogyakarta,Yogyakarta,2018,1709150,136950.0,8.71,1572200.0
Daerah Istimewa Yogyakarta,Yogyakarta,2019,1848400,139250.0,8.15,1709150.0
Daerah Istimewa Yogyakarta,Yogyakarta,2020,2004000,155600.0,8.42,1848400.0
Daerah Istimewa Yogyakarta,Yogyakarta,2021,2069530,65530.0,3.27,2004000.0
Daerah Istimewa Yogyakarta,Yogyakarta,2022,2153970,84440.0,4.08,2069530.0
Daerah Istimewa Yogyakarta,Yogyakarta,2023,2324776,170806.0,7.93,2153970.0
