provinsi,kabupaten/kota,tahun,upahminimum,kenaikanupah,persentasekenaikan,upahsebelumnya
DKI Jakarta,Jakarta Pusat,2019,3940973,292937.0,8.03,3648036.0
DKI Jakarta,Jakarta Pusat,2020,4267349,326376.0,8.28,3940973.0
DKI Jakarta,Jakarta Pusat,2021,4416186,148837.0,3.49,4267349.0
DKI Jakarta,Jakarta Pusat,2022,4641854,225668.0,5.11,4416186.0
DKI Jakarta,Jakarta Pusat,2023,4900798,258944.0,5.58,4641854.0
DKI Jakarta,Jakarta Selatan,2013,2200000,,,
DKI Jakarta,Jakarta Selatan,2014,2441000,241000.0,10.95,2200000.0
DKI Jakarta,Jakarta Selatan,2015,2700000,259000.0,10.61,2441000.0
DKI Jakarta,Jakarta Selatan,2016,3100000,400000.0,14.81,2700000.0
DKI Jakarta,Jakarta Selatan,2017,3355750,255750.0,8.25,3100000.0
DKI Jakarta,Jakarta Selatan,2018,3648036,292286.0,8.71,3355750.0
DKI Jakarta,Jakarta Selatan,2019,3940973,292937.0,8.03,3648036.0
DKI Jakarta,Jakarta Selatan,2020,4267349,326376.0,8.28,3940973.0
DKI Jakarta,Jakarta Selatan,2021,4416186,148837.0,3.49,4267349.0
DKI Jakarta,Jakarta Selatan,2022,4641854,225668.0,5.11,4416186.0
DKI Jakarta,Jakarta Selatan,2023,4900798,258944.0,5.58,4641854.0
DKI Jakarta,Jakarta Timur,2013,2200000,,,
DKI Jakarta,Jakarta Timur,2014,2441000,241000.0,10.95,2200000.0
DKI Jakarta,Jakarta Timur,2015,2700000,259000.0,10.61,2441000.0
DKI Jakarta,Jakarta Timur,2016,3100000,400000.0,14.81,2700000.0
DKI Jakarta,Jakarta Timur,2017,3355750,255750.0,8.25,3100000.0
DKI Jakarta,Jakarta Timur,2018,3648036,292286.0,8.71,3355750.0
DKI Jakarta,Jakarta Timur,2019,3940973,292937.0,8.03,3648036.0
DKI Jakarta,Jakarta Timur,2020,4267349,326376.0,8.28,3940973.0
DKI Jakarta,Jakarta Timur,2021,4416186,148837.0,3.49,4267349.0
DKI Jakarta,Jakarta Timur,2022,4641854,225668.0,5.11,4416186.0
DKI Jakarta,Jakarta Timur,2023,4900798,258944.0,5.58,4641854.0
DKI Jakarta,Jakarta Utara,2013,2200000,,,
DKI Jakarta,Jakarta Utara,2014,2441000,241000.0,10.95,2200000.0
DKI Jakarta,Jakarta Utara,2015,2700000,259000.0,10.61,2441000.0
DKI Jakarta,Jakarta Utara,2016,3100000,400000.0,14.81,2700000.0
DKI Jakarta,Jakarta Utara,2017,3355750,255750.0,8.25,3100000.0
DKI Jakarta,Jakarta Utara,2018,3648036,292286.0,8.71,3355750.0
DKI Jakarta,Jakarta Utara,2019,3940973,292937.0,8.03,3648036.0
DKI Jakarta,Jakarta Utara,2020,4267349,326376.0,8.28,3940973.0
DKI Jakarta,Jakarta Utara,2021,4416186,148837.0,3.49,4267349.0
DKI Jakarta,Jakarta Utara,2022,4641854,225668.0,5.11,4416186.0
DKI Jakarta,Jakarta Utara,2023,4900798,258944.0,5.58,4641854.0
Jawa Timur,Jember,2013,1091950,,,
Jawa Timur,Jember,2014,1270000,178050.0,16.31,1091950.0
Jawa Timur,Jember,2015,1460500,190500.0,15.0,1270000.0
Jawa Timur,Jember,2016,1629000,168500.0,11.54,1460500.0
Jawa Timur,Jember,2017,1763400,134400.0,8.25,1629000.0
Jawa Timur,Jember,2018,1916983,153583.0,8.71,1763400.0
Jawa Timur,Jember,2019,2170917,253934.0,13.25,1916983.0
Jawa Timur,Jember,2020,2456302,285385.0,13.15,2170917.0
Jawa Timur,Jember,2021,2355662,-100640.0,-4.1,2456302.0
Jawa Timur,Jember,2022,2355662,0.0,0.0,2355662.0
Jawa Timur,Jember,2023,2555662,200000.0,8.49,2355662.0
Jawa Tengah,Jepara,2013,875000,,,
Jawa Tengah,Jepara,2014,1000000,125000.0,14.29,875000.0
Jawa Tengah,Jepara,2015,1150000,150000.0,15.0,1000000.0
Jawa Tengah,Jepara,2016,1350000,200000.0,17.39,1150000.0
Jawa Tengah,Jepara,2017,1600000,250000.0,18.52,1350000.0
Jawa Tengah,Jepara,2018,1739360,139360.0,8.71,1600000.0
Jawa Tengah,Jepara,2019,1879031,139671.0,8.03,1739360.0
Jawa Tengah,Jepara,2020,2040000,160969.0,8.57,1879031.0
Jawa Tengah,Jepara,2021,2107000,67000.0,3.28,2040000.0
Jawa Tengah,Jepara,2022,2108403,1403.0,0.07,2107000.0
Jawa Tengah,Jepara,2023,2272626,164223.0,7.79,2108403.0
Jawa Timur,Jombang,2013,1200000,,,
Jawa Timur,Jombang,2014,1500000,300000.0,25.0,1200000.0
Jawa Timur,Jombang,2015,1725000,225000.0,15.0,1500000.0
Jawa Timur,Jombang,2016,1924000,199000.0,11.54,1725000.0
Jawa Timur,Jombang,2017,2082730,158730.0,8.25,1924000.0
Jawa Timur,Jombang,2018,2264135,181405.0,8.71,2082730.0
Jawa Timur,Jombang,2019,2445945,181810.0,8.03,2264135.0
Jawa Timur,Jombang,2020,2794801,348856.0,14.26,2445945.0
Jawa Timur,Jombang,2021,2654095,-140706.0,-5.03,2794801.0
Jawa Timur,Jombang,2022,2654095,0.0,0.0,2654095.0
Jawa Timur,Jombang,2023,2854095,200000.0,7.54,2654095.0
Jawa Tengah,Karanganyar,2013,896500,,,
Jawa Tengah,Karanganyar,2014,1060000,163500.0,18.24,896500.0
Jawa Tengah,Karanganyar,2015,1226000,166000.0,15.66,1060000.0
Jawa Tengah,Karanganyar,2016,1420000,194000.0,15.82,1226000.0
Jawa Tengah,Karanganyar,2017,1560000,140000.0,9.86,1420000.0
Jawa Tengah,Karanganyar,2018,1696000,136000.0,8.72,1560000.0
Jawa Tengah,Karanganyar,2019,1833000,137000.0,8.08,1696000.0
Jawa Tengah,Karanganyar,2020,1989000,156000.0,8.51,1833000.0
Jawa Tengah,Karanganyar,2021,2054040,65040.0,3.27,1989000.0
Jawa Tengah,Karanganyar,2022,2064313,10273.0,0.5,2054040.0
Jawa Tengah,Karanganyar,2023,2207483,143170.0,6.94,2064313.0
Jawa Barat,Karawang,2013,2000000,,,
Jawa Barat,Karawang,2014,2447450,447450.0,22.37,2000000.0
Jawa Barat,Karawang,2015,2957450,510000.0,20.84,2447450.0
Jawa Barat,Karawang,2016,3330505,373055.0,12.61,2957450.0
Jawa Barat,Karawang,2017,3605272,274767.0,8.25,3330505.0
Jawa Barat,Karawang,2018,3919291,314019.0,8.71,3605272.0
Jawa Barat,Karawang,2019,4234010,314719.0,8.03,3919291.0
Jawa Barat,Karawang,2020,4594325,360315.0,8.51,4234010.0
Jawa Barat,Karawang,2021,4798312,203987.0,4.44,4594325.0
Jawa Barat,Karawang,2022,4798312,0.0,0.0,4798312.0
Jawa Barat,Karawang,2023,5176179,377867.0,7.87,4798312.0
Jawa Tengah,Kebumen,2013,849000,,,
Jawa Tengah,Kebumen,2014,910000,61000.0,7.18,849000.0
Jawa Tengah,Kebumen,2015,1165000,255000.0,28.02,910000.0
Jawa Tengah,Kebumen,2016,1300000,135000.0,11.59,1165000.0
Jawa Tengah,Kebumen,2017,1445000,145000.0,11.15,1300000.0
Jawa Tengah,Kebumen,2018,1573000,128000.0,8.86,1445000.0
Jawa Tengah,Kebumen,2019,1700000,127000.0,8.07,1573000.0
Jawa Tengah,Kebumen,2020,1845000,145000.0,8.53,1700000.0
Jawa Tengah,Kebumen,2021,1905400,60400.0,3.27,1845000.0
Jawa Tengah,Kebumen,2022,1906781,1381.0,0.07,1905400.0
Jawa Tengah,Kebumen,2023,2035890,129109.0,6.77,1906781.0
Jawa Timur,Kediri,2013,1089950,,,
Jawa Timur,Kediri,2013,1128400,38450.0,3.53,1089950.0
Jawa Timur,Kediri,2014,1135000,6600.0,0.58,1128400.0
Jawa Timur,Kediri,2014,1165000,30000.0,2.64,1135000.0
Jawa Timur,Kediri,2015,1305250,140250.0,12.04,1165000.0
Jawa Timur,Kediri,2015,1339750,34500.0,2.64,1305250.0
Jawa Timur,Kediri,2016,1456000,116250.0,8.68,1339750.0
Jawa Timur,Kediri,2016,1494000,38000.0,2.61,1456000.0
Jawa Timur,Kediri,2017,1576120,82120.0,5.5,1494000.0
Jawa Timur,Kediri,2017,1617260,41140.0,2.61,1576120.0
Jawa Timur,Kediri,2018,1713400,96140.0,5.94,1617260.0
Jawa Timur,Kediri,2018,1758117,44717.0,2.61,1713400.0
Jawa Timur,Kediri,2019,1850986,92869.0,5.28,1758117.0
Jawa Timur,Kediri,2019,1899294,48308.0,2.61,1850986.0
Jawa Timur,Kediri,2020,2008504,109210.0,5.75,1899294.0
Jawa Timur,Kediri,2020,2060925,52421.0,2.61,2008504.0
Jawa Timur,Kediri,2021,2033504,-27421.0,-1.33,2060925.0
Jawa Timur,Kediri,2021,2085924,52420.0,2.58,2033504.0
Jawa Timur,Kediri,2022,2043422,-42502.0,-2.04,2085924.0
Jawa Timur,Kediri,2022,2118116,74694.0,3.66,2043422.0
Jawa Timur,Kediri,2023,2243422,125306.0,5.92,2118116.0
Jawa Timur,Kediri,2023,2318116,74694.0,3.33,2243422.0
Jawa Tengah,Kendal,2013,953100,,,
Jawa Tengah,Kendal,2014,1206000,252900.0,26.53,953100.0
Jawa Tengah,Kendal,2015,1383450,177450.0,14.71,1206000.0
Jawa Tengah,Kendal,2016,1639600,256150.0,18.52,1383450.0
Jawa Tengah,Kendal,2017,1774867,135267.0,8.25,1639600.0
Jawa Tengah,Kendal,2018,1929458,154591.0,8.71,1774867.0
Jawa Tengah,Kendal,2019,2084393,154935.0,8.03,1929458.0
Jawa Tengah,Kendal,2020,2261775,177382.0,8.51,2084393.0
Jawa Tengah,Kendal,2021,2335735,73960.0,3.27,2261775.0
Jawa Tengah,Kendal,2022,2340312,4577.0,0.2,2335735.0
Jawa Tengah,Kendal,2023,2508299,167987.0,7.18,2340312.0
Jawa Tengah,Klaten,2013,871500,,,
Jawa Tengah,Klaten,2014,1026600,155100.0,17.8,871500.0
Jawa Tengah,Klaten,2015,1170000,143400.0,13.97,1026600.0
Jawa Tengah,Klaten,2016,1400000,230000.0,19.66,1170000.0
Jawa Tengah,Klaten,2017,1528500,128500.0,9.18,1400000.0
Jawa Tengah,Klaten,2018,1661632,133132.0,8.71,1528500.0
Jawa Tengah,Klaten,2019,1795061,133429.0,8.03,1661632.0
Jawa Tengah,Klaten,2020,1947821,152760.0,8.51,1795061.0
Jawa Tengah,Klaten,2021,2011515,63694.0,3.27,1947821.0
Jawa Tengah,Klaten,2022,2015623,4108.0,0.2,2011515.0
Jawa Tengah,Klaten,2023,2152322,136699.0,6.78,2015623.0
Jawa Tengah,Kudus,2013,990000,,,
Jawa Tengah,Kudus,2014,1150000,160000.0,16.16,990000.0
Jawa Tengah,Kudus,2015,1380000,230000.0,20.0,1150000.0
Jawa Tengah,Kudus,2016,1608200,228200.0,16.54,1380000.0
Jawa Tengah,Kudus,2017,1740900,132700.0,8.25,1608200.0
Jawa Tengah,Kudus,2018,1892500,151600.0,8.71,1740900.0
Jawa Tengah,Kudus,2019,2044467,151967.0,8.03,1892500.0
Jawa Tengah,Kudus,2020,2218451,173984.0,8.51,2044467.0
Jawa Tengah,Kudus,2021,2290995,72544.0,3.27,2218451.0
Jawa Tengah,Kudus,2022,2293058,2063.0,0.09,2290995.0
Jawa Tengah,Kudus,2023,2439813,146755.0,6.4,2293058.0
Daerah Istimewa Yogyakarta,Kulonprogo,2013,954339,,,
Daerah Istimewa Yogyakarta,Kulonprogo,2014,1069000,114661.0,12.01,954339.0
Daerah Istimewa Yogyakarta,Kulonprogo,2015,1138000,69000.0,6.45,1069000.0
Daerah Istimewa Yogyakarta,Kulonprogo,2016,1268870,130870.0,11.5,1138000.0
Daerah Istimewa Yogyakarta,Kulonprogo,2017,1373600,104730.0,8.25,1268870.0
Daerah Istimewa Yogyakarta,Kulonprogo,2018,1493250,119650.0,8.71,1373600.0
Daerah Istimewa Yogyakarta,Kulonprogo,2019,1613200,119950.0,8.03,1493250.0
Daerah Istimewa Yogyakarta,Kulonprogo,2020,1750500,137300.0,8.51,1613200.0
Daerah Istimewa Yogyakarta,Kulonprogo,2021,1770000,19500.0,1.11,1750500.0
Daerah Istimewa Yogyakarta,Kulonprogo,2022,1904275,134275.0,7.59,1770000.0
Daerah Istimewa Yogyakarta,Kulonprogo,2023,2050447,146172.0,7.68,1904275.0
Jawa Barat,Kuningan,2013,857000,,,
Jawa Barat,Kuningan,2014,1002000,145000.0,16.92,857000.0
Jawa Barat,Kuningan,2015,1206000,204000.0,20.36,1002000.0
Jawa Barat,Kuningan,2016,1364760,158760.0,13.16,1206000.0
Jawa Barat,Kuningan,2017,1477352,112592.0,8.25,1364760.0
Jawa Barat,Kuningan,2018,1606030,128678.0,8.71,1477352.0
Jawa Barat,Kuningan,2019,1734994,128964.0,8.03,1606030.0
Jawa Barat,Kuningan,2020,1882642,147648.0,8.51,1734994.0
Jawa Barat,Kuningan,2021,1882642,0.0,0.0,1882642.0
Jawa Barat,Kuningan,2022,1908102,25460.0,1.35,1882642.0
Jawa Barat,Kuningan,2023,2010734,102632.0,5.38,1908102.0
Jawa Timur,Lamongan,2013,1075700,,,
Jawa Timur,Lamongan,2014,1220000,144300.0,13.41,1075700.0
Jawa Timur,Lamongan,2015,1410000,190000.0,15.57,1220000.0
Jawa Timur,Lamongan,2016,1573000,163000.0,11.56,1410000.0
Jawa Timur,Lamongan,2017,1702780,129780.0,8.25,1573000.0
Jawa Timur,Lamongan,2018,1851083,148303.0,8.71,1702780.0
Jawa Timur,Lamongan,2019,2233641,382558.0,20.67,1851083.0
Jawa Timur,Lamongan,2020,2314278,80637.0,3.61,2233641.0
Jawa Timur,Lamongan,2021,2488724,174446.0,7.54,2314278.0
Jawa Timur,Lamongan,2022,2501977,13253.0,0.53,2488724.0
Jawa Timur,Lamongan,2023,2701977,200000.0,7.99,2501977.0
Banten,Lebak,2013,1187500,,,
Banten,Lebak,2014,1490000,302500.0,25.47,1187500.0
Banten,Lebak,2015,1728000,238000.0,15.97,1490000.0
Banten,Lebak,2016,1965000,237000.0,13.72,1728000.0
Banten,Lebak,2017,2127112,162112.0,8.25,1965000.0
Banten,Lebak,2018,2312384,185272.0,8.71,2127112.0
Banten,Lebak,2019,2498068,185684.0,8.03,2312384.0
Banten,Lebak,2020,2710654,212586.0,8.51,2498068.0
Banten,Lebak,2021,2751314,40660.0,1.5,2710654.0
Banten,Lebak,2022,2773590,22276.0,0.81,2751314.0
Banten,Lebak,2023,2944665,171075.0,6.17,2773590.0
Jawa Timur,Lumajang,2013,1011950,,,
Jawa Timur,Lumajang,2014,1120000,108050.0,10.68,1011950.0
Jawa Timur,Lumajang,2015,1288000,168000.0,15.0,1120000.0
Jawa Timur,Lumajang,2016,1437000,149000.0,11.57,1288000.0
Jawa Timur,Lumajang,2017,1555560,118560.0,8.25,1437000.0
Jawa Timur,Lumajang,2018,1691041,135481.0,8.71,1555560.0
Jawa Timur,Lumajang,2019,1826831,135790.0,8.03,1691041.0
Jawa Timur,Lumajang,2020,1982295,155464.0,8.51,1826831.0
Jawa Timur,Lumajang,2021,1982295,0.0,0.0,1982295.0
Jawa Timur,Lumajang,2022,2000607,18312.0,0.92,1982295.0
Jawa Timur,Lumajang,2023,2200607,200000.0,10.0,2000607.0
Jawa Timur,Madiun,2013,960750,,,
Jawa Timur,Madiun,2013,953000,-7750.0,-0.81,960750.0
Jawa Timur,Madiun,2014,1045000,92000.0,9.65,953000.0
Jawa Timur,Madiun,2014,1066000,21000.0,2.01,1045000.0
Jawa Timur,Madiun,2015,1196000,130000.0,12.2,1066000.0
Jawa Timur,Madiun,2015,1250000,54000.0,4.52,1196000.0
Jawa Timur,Madiun,2016,1340000,90000.0,7.2,1250000.0
Jawa Timur,Madiun,2016,1394000,54000.0,4.03,1340000.0
Jawa Timur,Madiun,2017,1450550,56550.0,4.06,1394000.0
Jawa Timur,Madiun,2017,1509010,58460.0,4.03,1450550.0
Jawa Timur,Madiun,2018,1576892,67882.0,4.5,1509010.0
Jawa Timur,Madiun,2018,1640439,63547.0,4.03,1576892.0
Jawa Timur,Madiun,2019,1763267,122828.0,7.49,1640439.0
Jawa Timur,Madiun,2019,1801406,38139.0,2.16,1763267.0
Jawa Timur,Madiun,2020,1913321,111915.0,6.21,1801406.0
Jawa Timur,Madiun,2020,1954705,41384.0,2.16,1913321.0
Jawa Timur,Madiun,2021,1951588,-3117.0,-0.16,1954705.0
Jawa Timur,Madiun,2021,1954705,3117.0,0.16,1951588.0
Jawa Timur,Madiun,2022,1958410,3705.0,0.19,1954705.0
Jawa Timur,Madiun,2022,1991105,32695.0,1.67,1958410.0
Jawa Timur,Madiun,2023,2154251,163146.0,8.19,1991105.0
Jawa Timur,Madiun,2023,2190216,35965.0,1.67,2154251.0
Jawa Tengah,Magelang,2013,942000,,,
Jawa Tengah,Magelang,2014,1152000,210000.0,22.29,942000.0
Jawa Tengah,Magelang,2015,1255000,103000.0,8.94,1152000.0
Jawa Tengah,Magelang,2016,1410000,155000.0,12.35,1255000.0
Jawa Tengah,Magelang,2017,1570000,160000.0,11.35,1410000.0
Jawa Tengah,Magelang,2018,1742000,172000.0,10.96,1570000.0
Jawa Tengah,Magelang,2019,1882000,140000.0,8.04,1742000.0
Jawa Tengah,Magelang,2020,2042200,160200.0,8.51,1882000.0
Jawa Tengah,Magelang,2021,2075000,32800.0,1.61,2042200.0
Jawa Tengah,Magelang,2022,2081807,6807.0,0.33,2075000.0
Jawa Tengah,Magelang,2023,2236776,154969.0,7.44,2081807.0
Jawa Tengah,Magelang Kota,2013,901500,,,
Jawa Tengah,Magelang Kota,2014,1037000,135500.0,15.03,901500.0
Jawa Tengah,Magelang Kota,2015,1211000,174000.0,16.78,1037000.0
Jawa Tengah,Magelang Kota,2016,1341000,130000.0,10.73,1211000.0
Jawa Tengah,Magelang Kota,2017,1453000,112000.0,8.35,1341000.0
Jawa Tengah,Magelang Kota,2018,1580000,127000.0,8.74,1453000.0
Jawa Tengah,Magelang Kota,2019,1707000,127000.0,8.04,1580000.0
Jawa Tengah,Magelang Kota,2020,1853000,146000.0,8.55,1707000.0
Jawa Tengah,Magelang Kota,2021,1914000,61000.0,3.29,1853000.0
Jawa Tengah,Magelang Kota,2022,1935913,21913.0,1.14,1914000.0
Jawa Tengah,Magelang Kota,2023,2066006,130093.0,6.72,1935913.0
Jawa Timur,Magetan,2013,866250,,,
Jawa Timur,Magetan,2014,1000000,133750.0,15.44,866250.0
Jawa Timur,Magetan,2015,1150000,150000.0,15.0,1000000.0
Jawa Timur,Magetan,2016,1283000,133000.0,11.57,1150000.0
Jawa Timur,Magetan,2017,1388850,105850.0,8.25,1283000.0
Jawa Timur,Magetan,2018,1509816,120966.0,8.71,1388850.0
Jawa Timur,Magetan,2019,1763267,253451.0,16.79,1509816.0
Jawa Timur,Magetan,2020,1913321,150054.0,8.51,1763267.0
Jawa Timur,Magetan,2021,1938321,25000.0,1.31,1913321.0
Jawa Timur,Magetan,2022,1957329,19008.0,0.98,1938321.0
Jawa Timur,Magetan,2023,2153062,195733.0,10.0,1957329.0
Jawa Barat,Majalengka,2013,850000,,,
Jawa Barat,Majalengka,2014,1000000,150000.0,17.65,850000.0
Jawa Barat,Majalengka,2015,1245000,245000.0,24.5,1000000.0
Jawa Barat,Majalengka,2016,1409360,164360.0,13.2,1245000.0
Jawa Barat,Majalengka,2017,1525632,116272.0,8.25,1409360.0
Jawa Barat,Majalengka,2018,1653515,127883.0,8.38,1525632.0
Jawa Barat,Majalengka,2019,1791693,138178.0,8.36,1653515.0
Jawa Barat,Majalengka,2020,1944166,152473.0,8.51,1791693.0
Jawa Barat,Majalengka,2021,2009000,64834.0,3.33,1944166.0
Jawa Barat,Majalengka,2022,2027619,18619.0,0.93,2009000.0
Jawa Barat,Majalengka,2023,2180602,152983.0,7.54,2027619.0
Jawa Timur,Malang,2013,1343700,,,
Jawa Timur,Malang,2013,1340300,-3400.0,-0.25,1343700.0
Jawa Timur,Malang,2014,1635000,294700.0,21.99,1340300.0
Jawa Timur,Malang,2014,1587000,-48000.0,-2.94,1635000.0
Jawa Timur,Malang,2015,1962000,375000.0,23.63,1587000.0
Jawa Timur,Malang,2015,1882250,-79750.0,-4.06,1962000.0
Jawa Timur,Malang,2016,2188000,305750.0,16.24,1882250.0
Jawa Timur,Malang,2016,2099000,-89000.0,-4.07,2188000.0
Jawa Timur,Malang,2017,2368510,269510.0,12.84,2099000.0
Jawa Timur,Malang,2017,2272170,-96340.0,-4.07,2368510.0
Jawa Timur,Malang,2018,2574807,302637.0,13.32,2272170.0
Jawa Timur,Malang,2018,2470073,-104734.0,-4.07,2574807.0
Jawa Timur,Malang,2019,2781564,311491.0,12.61,2470073.0
Jawa Timur,Malang,2019,2668420,-113144.0,-4.07,2781564.0
Jawa Timur,Malang,2020,3018530,350110.0,13.12,2668420.0
Jawa Timur,Malang,2020,2895502,-123028.0,-4.08,3018530.0
Jawa Timur,Malang,2021,3068275,172773.0,5.97,2895502.0
Jawa Timur,Malang,2021,2970502,-97773.0,-3.19,3068275.0
Jawa Timur,Malang,2022,3068275,97773.0,3.29,2970502.0
Jawa Timur,Malang,2022,2994143,-74132.0,-2.42,3068275.0
Jawa Timur,Malang,2023,3268275,274132.0,9.16,2994143.0
Jawa Timur,Malang,2023,3194143,-74132.0,-2.27,3268275.0
Jawa Timur,Mojokerto,2013,1700000,,,
Jawa Timur,Mojokerto,2013,1040000,-660000.0,-38.82,1700000.0
Jawa Timur,Mojokerto,2014,2050000,1010000.0,97.12,1040000.0
Jawa Timur,Mojokerto,2014,1250000,-800000.0,-39.02,2050000.0
Jawa Timur,Mojokerto,2015,2695000,1445000.0,115.6,1250000.0
Jawa Timur,Mojokerto,2015,1437500,-1257500.0,-46.66,2695000.0
Jawa Timur,Mojokerto,2016,3030000,1592500.0,110.78,1437500.0
Jawa Timur,Mojokerto,2016,1603000,-1427000.0,-47.1,3030000.0
Jawa Timur,Mojokerto,2017,3279980,1676980.0,104.62,1603000.0
Jawa Timur,Mojokerto,2017,1735250,-1544730.0,-47.1,3279980.0
Jawa Timur,Mojokerto,2018,3565660,1830410.0,105.48,1735250.0
Jawa Timur,Mojokerto,2018,1886387,-1679273.0,-47.1,3565660.0
Jawa Timur,Mojokerto,2019,3851983,1965596.0,104.2,1886387.0
Jawa Timur,Mojokerto,2019,2263665,-1588318.0,-41.23,3851983.0
Jawa Timur,Mojokerto,2020,4179787,1916122.0,84.65,2263665.0
Jawa Timur,Mojokerto,2020,2423724,-1756063.0,-42.01,4179787.0
Jawa Timur,Mojokerto,2021,4279787,1856063.0,76.58,2423724.0
Jawa Timur,Mojokerto,2021,2481302,-1798485.0,-42.02,4279787.0
Jawa Timur,Mojokerto,2022,4354787,1873485.0,75.5,2481302.0
Jawa Timur,Mojokerto,2022,2510452,-1844335.0,-42.35,4354787.0
Jawa Timur,Mojokerto,2023,4504787,1994335.0,79.44,2510452.0
Jawa Timur,Mojokerto,2023,2710452,-1794335.0,-39.83,4504787.0
Jawa Timur,Nganjuk,2013,960200,,,
Jawa Timur,Nganjuk,2014,1131000,170800.0,17.79,960200.0
Jawa Timur,Nganjuk,2015,1265000,134000.0,11.85,1131000.0
Jawa Timur,Nganjuk,2016,1411000,146000.0,11.54,1265000.0
Jawa Timur,Nganjuk,2017,1527410,116410.0,8.25,1411000.0
Jawa Timur,Nganjuk,2018,1660444,133034.0,8.71,1527410.0
Jawa Timur,Nganjuk,2019,1801406,140962.0,8.49,1660444.0
Jawa Timur,Nganjuk,2020,1954705,153299.0,8.51,1801406.0
Jawa Timur,Nganjuk,2021,1954705,0.0,0.0,1954705.0
Jawa Timur,Nganjuk,2022,1970006,15301.0,0.78,1954705.0
Jawa Timur,Nganjuk,2023,2167007,197001.0,10.0,1970006.0
Jawa Timur,Ngawi,2013,900000,,,
Jawa Timur,Ngawi,2014,1040000,140000.0,15.56,900000.0
Jawa Timur,Ngawi,2015,1150000,110000.0,10.58,1040000.0
Jawa Timur,Ngawi,2016,1334000,184000.0,16.0,1150000.0
Jawa Timur,Ngawi,2017,1444060,110060.0,8.25,1334000.0
Jawa Timur,Ngawi,2018,1569832,125772.0,8.71,1444060.0
Jawa Timur,Ngawi,2019,1763267,193435.0,12.32,1569832.0
Jawa Timur,Ngawi,2020,1913321,150054.0,8.51,1763267.0
Jawa Timur,Ngawi,2021,1960510,47189.0,2.47,1913321.0
Jawa Timur,Ngawi,2022,1962585,2075.0,0.11,1960510.0
Jawa Timur,Ngawi,2023,2158844,196259.0,10.0,1962585.0
Jawa Timur,Pacitan,2013,887250,,,
Jawa Timur,Pacitan,2014,1000000,112750.0,12.71,887250.0
Jawa Timur,Pacitan,2015,1150000,150000.0,15.0,1000000.0
Jawa Timur,Pacitan,2016,1283000,133000.0,11.57,1150000.0
Jawa Timur,Pacitan,2017,1388850,105850.0,8.25,1283000.0
Jawa Timur,Pacitan,2018,1509816,120966.0,8.71,1388850.0
Jawa Timur,Pacitan,2019,1763267,253451.0,16.79,1509816.0
Jawa Timur,Pacitan,2020,1913321,150054.0,8.51,1763267.0
Jawa Timur,Pacitan,2021,1961154,47833.0,2.5,1913321.0
Jawa Timur,Pacitan,2022,1961154,0.0,0.0,1961154.0
Jawa Timur,Pacitan,2023,2157270,196116.0,10.0,1961154.0
Jawa Timur,Pamekasan,2013,1059600,,,
Jawa Timur,Pamekasan,2014,1090000,30400.0,2.87,1059600.0
Jawa Timur,Pamekasan,2015,1201750,111750.0,10.25,1090000.0
Jawa Timur,Pamekasan,2016,1350000,148250.0,12.34,1201750.0
Jawa Timur,Pamekasan,2017,1461380,111380.0,8.25,1350000.0
Jawa Timur,Pamekasan,2018,1588660,127280.0,8.71,1461380.0
Jawa Timur,Pamekasan,2019,1763267,174607.0,10.99,1588660.0
Jawa Timur,Pamekasan,2020,1913321,150054.0,8.51,1763267.0
Jawa Timur,Pamekasan,2021,1938321,25000.0,1.31,1913321.0
Jawa Timur,Pamekasan,2022,1939686,1365.0,0.07,1938321.0
Jawa Timur,Pamekasan,2023,2133655,193969.0,10.0,1939686.0
Banten,Pandeglang,2013,1182000,,,
Banten,Pandeglang,2014,1418000,236000.0,19.97,1182000.0
Banten,Pandeglang,2015,1737000,319000.0,22.5,1418000.0
Banten,Pandeglang,2016,1999981,262981.0,15.14,1737000.0
Banten,Pandeglang,2017,2164979,164998.0,8.25,1999981.0
Banten,Pandeglang,2018,2363549,198570.0,9.17,2164979.0
Banten,Pandeglang,2019,2542539,178990.0,7.57,2363549.0
Banten,Pandeglang,2020,2758909,216370.0,8.51,2542539.0
Banten,Pandeglang,2021,2800293,41384.0,1.5,2758909.0
Banten,Pandeglang,2022,2800292,-1.0,-0.0,2800293.0
Banten,Pandeglang,2023,2980351,180059.0,6.43,2800292.0
Jawa Barat,Pangandaran,2014,1040928,,,
Jawa Barat,Pangandaran,2015,1131862,90934.0,8.74,1040928.0
Jawa Barat,Pangandaran,2016,1324620,192758.0,17.03,1131862.0
Jawa Barat,Pangandaran,2017,1433901,109281.0,8.25,1324620.0
Jawa Barat,Pangandaran,2018,1558794,124893.0,8.71,1433901.0
Jawa Barat,Pangandaran,2019,1714673,155879.0,10.0,1558794.0
Jawa Barat,Pangandaran,2020,1860591,145918.0,8.51,1714673.0
Jawa Barat,Pangandaran,2021,1860591,0.0,0.0,1860591.0
Jawa Barat,Pangandaran,2022,1884364,23773.0,1.28,1860591.0
Jawa Barat,Pangandaran,2023,2018389,134025.0,7.11,1884364.0
Jawa Timur,Pasuruan,2013,1720000,,,
Jawa Timur,Pasuruan,2013,1195800,-524200.0,-30.48,1720000.0
Jawa Timur,Pasuruan,2014,2190000,994200.0,83.14,1195800.0
